SimpleNN_UC1,0.9321,47.6,0.01,64,2026-04-08 10:03:58
CNN_UC1,0.9737,267.9,0.01,64,2026-04-11 07:53:06
SimpleNN_UC1,0.9355,46.9,0.01,64,2026-04-11 08:09:11
CNN_UC1,0.9722,316.6,0.01,64,2026-04-11 08:26:42
SimpleNN_UC1,0.9364,57.4,0.01,64,2026-04-11 08:34:19
CNN_UC1,0.9704,258.9,0.01,64,2026-04-11 08:37:13
TC2_config1_lr0.001_batch32,0.9001,53.7,0.001,32,2026-04-11 14:29:04
TC2_config2_lr0.01_batch64,0.9337,46.5,0.01,64,2026-04-11 14:29:57
TC2_config3_lr0.05_batch128,0.9561,63.5,0.05,128,2026-04-11 14:30:44
