run_id,tags.mlflow.runName,params.model,params.lr,params.batch_size,params.epochs,metrics.test_accuracy,metrics.test_f1,metrics.pipeline_time_seconds
6cba2860ddb84ff889a950a5f3ba1bbf,TC2_lr3e-05_batch32,vinai/phobert-base,3e-05,32,3,0.9339861023373341,0.9288834541093091,827.3303792476654
a7945265ba7949b49adf5ecafcfef447,TC2_lr2e-05_batch16,vinai/phobert-base,2e-05,16,3,0.9339861023373341,0.9310696195594973,932.6564135551453
f3ce15000e6846ebb69d0c12170b8fa7,TC2_lr1e-05_batch16,vinai/phobert-base,1e-05,16,3,0.9292482627921668,0.9269632892267499,929.9977498054504
6fe2f494b4c045b180f3507b6c9a7868,PhoBERT_run3,vinai/phobert-base,2e-05,16,3,0.9339861023373341,0.9310696195594973,786.8200123310089
6f49be2db80346a7a521ab1404c314f1,PhoBERT_run2,vinai/phobert-base,2e-05,16,3,0.9339861023373341,0.9310696195594973,756.0010879039764
46dbbb4f09854d55ab5eb9a2ba311d01,PhoBERT_run1,vinai/phobert-base,2e-05,16,3,0.9314592545799115,0.9277419994481182,743.4585258960724
